commission,entryDt,entryID,entryPrice,exitDt,exitID,exitPrice,pnl,slippage,symbol,turnover,volume
31.593,2016-06-03 13:30:00,1,3156.0,2016-06-07 10:30:00,2,3162.6,24.406999999999087,10.0,IF88:CTP,63186.0,10
30.953,2016-06-13 13:00:00,3,3121.2,2016-06-13 14:45:00,5,3069.4,-558.9529999999972,10.0,IF88:CTP,61906.0,10
30.651000000000003,2016-06-13 14:45:00,6,3069.4,2016-06-15 10:00:00,7,3060.8,45.34899999999909,10.0,IF88:CTP,61302.00000000001,-10
30.722,2016-06-15 13:00:00,8,3105.4,2016-06-16 13:45:00,10,3039.0,-704.7220000000009,10.0,IF88:CTP,61444.0,10
30.411,2016-06-16 13:45:00,11,3039.0,2016-06-20 09:45:00,12,3043.2,-82.41099999999818,10.0,IF88:CTP,60822.0,-10
30.442,2016-06-20 11:15:00,13,3027.0,2016-06-21 09:45:00,14,3061.4,-384.4420000000009,10.0,IF88:CTP,60884.0,-10
30.541,2016-06-22 10:45:00,15,3048.2,2016-06-27 11:00:00,16,3060.0,-158.54100000000182,10.0,IF88:CTP,61082.0,-10
30.906000000000002,2016-06-27 13:30:00,17,3075.2,2016-06-29 09:45:00,18,3106.0,267.0940000000018,10.0,IF88:CTP,61812.0,10
31.082,2016-06-29 13:15:00,19,3102.0,2016-06-30 10:15:00,20,3114.4,82.91800000000092,10.0,IF88:CTP,62164.0,10
31.648,2016-07-04 10:45:00,21,3152.0,2016-07-05 14:15:00,22,3177.6,214.3519999999991,10.0,IF88:CTP,63296.0,10
31.903000000000002,2016-07-07 11:15:00,23,3171.4,2016-07-12 13:30:00,24,3209.2,336.09699999999725,10.0,IF88:CTP,63806.0,10
32.638999999999996,2016-07-13 10:15:00,25,3285.2,2016-07-14 10:15:00,26,3242.6,-468.6389999999991,10.0,IF88:CTP,65277.99999999999,10
32.186,2016-07-15 14:00:00,27,3237.0,2016-07-19 14:30:00,29,3200.2,-410.1860000000018,10.0,IF88:CTP,64372.0,10
32.041000000000004,2016-07-19 14:30:00,30,3200.2,2016-07-20 13:45:00,32,3208.0,-120.04100000000182,10.0,IF88:CTP,64082.0,-10
32.055,2016-07-20 13:45:00,33,3208.0,2016-07-22 11:00:00,35,3203.0,-92.055,10.0,IF88:CTP,64110.0,10
32.016,2016-07-22 11:00:00,36,3203.0,2016-07-25 14:45:00,37,3200.2,-14.01599999999818,10.0,IF88:CTP,64032.0,-10
31.79,2016-07-26 10:00:00,38,3228.0,2016-07-27 13:15:00,40,3130.0,-1021.79,10.0,IF88:CTP,63580.0,10
31.63,2016-07-27 13:15:00,41,3130.0,2016-07-28 14:45:00,42,3196.0,-701.63,10.0,IF88:CTP,63260.0,-10
31.515,2016-08-01 10:45:00,43,3146.4,2016-08-02 13:00:00,44,3156.6,-143.51499999999817,10.0,IF88:CTP,63030.0,-10
31.723,2016-08-04 11:00:00,45,3159.6,2016-08-05 13:30:00,46,3185.0,-295.7230000000009,10.0,IF88:CTP,63446.0,-10
32.129,2016-08-05 14:00:00,47,3198.8,2016-08-09 09:45:00,48,3227.0,239.8709999999982,10.0,IF88:CTP,64258.0,10
32.32899999999999,2016-08-09 10:00:00,49,3221.6,2016-08-10 09:30:00,50,3244.2,183.67099999999908,10.0,IF88:CTP,64657.99999999999,10
33.116,2016-08-12 13:00:00,51,3237.2,2016-08-16 13:15:00,52,3386.0,1444.8840000000018,10.0,IF88:CTP,66232.0,10
33.471000000000004,2016-08-18 13:15:00,53,3363.0,2016-08-23 11:00:00,54,3331.2,-361.4710000000018,10.0,IF88:CTP,66942.0,10
33.017,2016-08-24 14:30:00,55,3302.0,2016-08-26 10:30:00,56,3301.4,-37.01700000000091,10.0,IF88:CTP,66034.0,-10
32.824,2016-08-29 13:45:00,57,3278.8,2016-08-31 09:45:00,58,3286.0,-114.82399999999818,10.0,IF88:CTP,65648.0,-10
33.017,2016-08-31 10:45:00,59,3293.6,2016-08-31 13:15:00,60,3309.8,-205.01700000000272,10.0,IF88:CTP,66034.0,-10
33.042,2016-09-01 13:15:00,61,3294.4,2016-09-05 10:15:00,62,3314.0,-239.0419999999991,10.0,IF88:CTP,66084.0,-10
33.133,2016-09-05 10:30:00,63,3324.0,2016-09-06 13:00:00,64,3302.6,-257.13300000000095,10.0,IF88:CTP,66266.0,10
33.28,2016-09-07 09:45:00,65,3331.2,2016-09-08 10:15:00,66,3324.8,-107.27999999999636,10.0,IF88:CTP,66560.0,10
32.51,2016-09-12 10:00:00,67,3257.2,2016-09-13 11:15:00,68,3244.8,81.48999999999637,10.0,IF88:CTP,65020.0,-10
32.037,2016-09-19 09:30:00,69,3195.0,2016-09-19 11:15:00,70,3212.4,-216.03700000000092,10.0,IF88:CTP,64074.0,-10
32.337,2016-09-20 14:00:00,71,3210.6,2016-09-22 09:45:00,72,3256.8,-504.3370000000027,10.0,IF88:CTP,64674.0,-10
32.722,2016-09-22 11:00:00,73,3276.2,2016-09-23 09:30:00,75,3268.2,-122.72200000000001,10.0,IF88:CTP,65444.0,10
32.405,2016-09-23 09:30:00,76,3268.2,2016-09-27 11:15:00,77,3212.8,511.5949999999964,10.0,IF88:CTP,64810.0,-10
32.427,2016-09-29 10:30:00,78,3244.6,2016-09-30 10:00:00,79,3240.8,-80.42699999999726,10.0,IF88:CTP,64854.0,10
32.882,2016-10-10 14:00:00,80,3284.6,2016-10-11 14:15:00,81,3291.8,29.11800000000273,10.0,IF88:CTP,65764.0,10
32.854,2016-10-13 14:15:00,82,3291.6,2016-10-18 10:30:00,83,3279.2,-166.8540000000009,10.0,IF88:CTP,65708.0,10
33.095,2016-10-19 09:45:00,84,3325.8,2016-10-20 10:00:00,85,3293.2,-369.09500000000367,10.0,IF88:CTP,66190.0,10
33.104,2016-10-21 13:15:00,86,3283.4,2016-10-25 13:30:00,87,3337.4,496.896,10.0,IF88:CTP,66208.0,10
