commission,entryDt,entryID,entryPrice,exitDt,exitID,exitPrice,pnl,slippage,symbol,turnover,volume
31.487000000000002,2016-06-03 10:10:00,1,3138.8,2016-06-06 13:00:00,2,3158.6,156.51299999999728,10.0,IF88:CTP,62974.0,10
31.513,2016-06-07 14:15:00,3,3155.8,2016-06-08 13:45:00,4,3146.8,-131.513,10.0,IF88:CTP,63026.0,10
31.35,2016-06-08 14:15:00,5,3148.8,2016-06-13 13:00:00,6,3121.2,-317.35000000000366,10.0,IF88:CTP,62700.0,10
30.756,2016-06-13 14:00:00,7,3092.2,2016-06-14 14:00:00,8,3059.0,291.2439999999982,10.0,IF88:CTP,61512.0,-10
30.769000000000002,2016-06-15 13:00:00,9,3105.4,2016-06-16 10:15:00,11,3048.4,-610.769,10.0,IF88:CTP,61538.0,10
30.534,2016-06-16 10:15:00,12,3048.4,2016-06-17 11:00:00,13,3058.4,-140.534,10.0,IF88:CTP,61068.0,-10
30.442,2016-06-20 11:15:00,14,3027.0,2016-06-21 09:45:00,15,3061.4,-384.4420000000009,10.0,IF88:CTP,60884.0,-10
30.572,2016-06-21 14:45:00,16,3038.4,2016-06-23 09:30:00,17,3076.0,-416.5719999999991,10.0,IF88:CTP,61144.0,-10
30.57,2016-06-23 14:45:00,18,3063.4,2016-06-27 10:15:00,19,3050.6,87.43000000000183,10.0,IF88:CTP,61140.0,-10
30.646,2016-06-27 13:30:00,20,3075.2,2016-06-28 11:00:00,22,3054.0,-252.6459999999982,10.0,IF88:CTP,61292.0,10
30.79,2016-06-28 11:00:00,23,3054.0,2016-06-29 11:15:00,25,3104.0,-540.79,10.0,IF88:CTP,61580.0,-10
31.024,2016-06-29 11:15:00,26,3104.0,2016-06-29 14:45:00,27,3100.8,-73.02399999999818,10.0,IF88:CTP,62048.0,10
31.103999999999996,2016-07-01 11:00:00,28,3125.2,2016-07-04 09:30:00,29,3095.6,-337.1039999999991,10.0,IF88:CTP,62207.99999999999,10
31.628999999999998,2016-07-04 10:30:00,30,3145.2,2016-07-05 10:45:00,31,3180.6,312.3710000000009,10.0,IF88:CTP,63257.99999999999,10
31.727,2016-07-06 14:15:00,32,3172.8,2016-07-08 09:45:00,33,3172.6,-43.72700000000273,10.0,IF88:CTP,63454.0,10
32.077,2016-07-11 09:45:00,34,3192.4,2016-07-12 10:30:00,35,3223.0,263.9229999999991,10.0,IF88:CTP,64154.0,10
32.781,2016-07-13 10:00:00,36,3284.2,2016-07-13 14:45:00,37,3272.0,-164.7809999999982,10.0,IF88:CTP,65562.0,10
32.393,2016-07-15 10:15:00,38,3242.2,2016-07-18 13:30:00,39,3236.4,-100.39299999999727,10.0,IF88:CTP,64786.0,10
32.075,2016-07-19 13:00:00,40,3198.0,2016-07-20 10:00:00,42,3217.0,-232.075,10.0,IF88:CTP,64150.0,-10
32.178,2016-07-20 10:00:00,43,3217.0,2016-07-21 14:45:00,44,3218.6,-26.178000000000907,10.0,IF88:CTP,64356.0,10
32.108999999999995,2016-07-22 10:00:00,45,3211.2,2016-07-25 10:45:00,46,3210.6,-36.109000000000904,10.0,IF88:CTP,64217.99999999999,-10
32.314,2016-07-25 11:00:00,47,3217.4,2016-07-27 09:45:00,48,3245.4,237.686,10.0,IF88:CTP,64628.0,10
