commission,entryDt,entryID,entryPrice,exitDt,exitID,exitPrice,pnl,slippage,symbol,turnover,volume
31.457,2016-06-07 10:15:00,1,3156.4,2016-06-08 10:00:00,2,3135.0,-255.4570000000009,10.0,IF88:CTP,62914.0,10
31.365000000000002,2016-06-08 14:15:00,3,3148.8,2016-06-13 11:15:00,4,3124.2,-287.36500000000365,10.0,IF88:CTP,62730.0,10
30.403000000000002,2016-06-17 14:30:00,5,3035.0,2016-06-20 13:30:00,6,3045.6,-146.40299999999908,10.0,IF88:CTP,60806.0,-10
30.595,2016-06-21 13:30:00,7,3056.6,2016-06-22 13:00:00,8,3062.4,-98.59500000000182,10.0,IF88:CTP,61190.0,-10
30.551000000000002,2016-06-23 11:15:00,9,3051.0,2016-06-24 10:15:00,10,3059.2,-122.55099999999818,10.0,IF88:CTP,61102.0,-10
30.368000000000002,2016-06-24 13:15:00,11,3017.4,2016-06-27 10:00:00,12,3056.2,-428.36799999999727,10.0,IF88:CTP,60736.0,-10
30.992,2016-06-29 09:30:00,13,3100.0,2016-06-29 14:00:00,14,3098.4,-56.991999999999095,10.0,IF88:CTP,61984.0,10
31.123,2016-06-30 13:30:00,15,3112.4,2016-07-01 13:30:00,16,3112.2,-43.12300000000273,10.0,IF88:CTP,62246.0,10
31.558,2016-07-04 10:30:00,17,3145.2,2016-07-05 09:45:00,18,3166.4,170.44200000000274,10.0,IF88:CTP,63116.0,10
31.653000000000002,2016-07-06 10:45:00,19,3159.2,2016-07-07 11:15:00,20,3171.4,80.34700000000272,10.0,IF88:CTP,63306.0,10
31.741000000000003,2016-07-08 11:00:00,21,3172.8,2016-07-08 14:00:00,22,3175.4,-15.741000000000913,10.0,IF88:CTP,63482.00000000001,10
31.867,2016-07-08 14:15:00,23,3179.0,2016-07-11 14:45:00,24,3194.4,112.1330000000009,10.0,IF88:CTP,63734.0,10
