commission,entryDt,entryID,entryPrice,exitDt,exitID,exitPrice,pnl,slippage,symbol,turnover,volume
31.45,2016-06-07 10:00:00,1,3155.0,2016-06-08 10:00:00,2,3135.0,-241.45,10.0,IF88:CTP,62900.0,10
31.391000000000005,2016-06-08 14:15:00,3,3148.8,2016-06-13 11:00:00,4,3129.4,-235.39100000000093,10.0,IF88:CTP,62782.00000000001,10
30.375,2016-06-17 14:30:00,5,3035.0,2016-06-20 13:15:00,6,3040.0,-90.375,10.0,IF88:CTP,60750.0,-10
30.644000000000002,2016-06-21 13:15:00,7,3060.0,2016-06-22 11:15:00,8,3068.8,-128.64400000000182,10.0,IF88:CTP,61288.0,-10
30.602,2016-06-23 11:00:00,9,3060.2,2016-06-24 10:00:00,10,3060.2,-40.602000000000004,10.0,IF88:CTP,61204.0,-10
30.306000000000004,2016-06-24 13:15:00,11,3017.4,2016-06-27 09:45:00,12,3043.8,-304.3060000000009,10.0,IF88:CTP,60612.00000000001,-10
30.93,2016-06-28 14:45:00,13,3087.6,2016-06-29 14:00:00,14,3098.4,67.07000000000181,10.0,IF88:CTP,61860.0,10
31.111,2016-06-30 13:15:00,15,3110.0,2016-07-01 13:30:00,16,3112.2,-19.11100000000182,10.0,IF88:CTP,62222.0,10
31.558,2016-07-04 10:30:00,17,3145.2,2016-07-05 09:45:00,18,3166.4,170.44200000000274,10.0,IF88:CTP,63116.0,10
31.653000000000002,2016-07-06 10:45:00,19,3159.2,2016-07-07 11:15:00,20,3171.4,80.34700000000272,10.0,IF88:CTP,63306.0,10
31.756000000000004,2016-07-08 10:45:00,21,3175.8,2016-07-08 14:00:00,22,3175.4,-45.75600000000091,10.0,IF88:CTP,63512.00000000001,10
31.867,2016-07-08 14:15:00,23,3179.0,2016-07-11 14:45:00,24,3194.4,112.1330000000009,10.0,IF88:CTP,63734.0,10
32.583,2016-07-12 14:00:00,25,3229.8,2016-07-13 13:30:00,26,3286.8,527.417,10.0,IF88:CTP,65166.0,10
32.392,2016-07-14 14:00:00,27,3238.0,2016-07-15 14:15:00,28,3240.4,-18.391999999999094,10.0,IF88:CTP,64784.0,10
32.18600000000001,2016-07-18 14:45:00,29,3229.8,2016-07-19 10:30:00,30,3207.4,-266.18600000000094,10.0,IF88:CTP,64372.00000000001,10
32.284,2016-07-21 13:00:00,31,3234.8,2016-07-21 14:30:00,32,3222.0,-170.2840000000018,10.0,IF88:CTP,64568.0,10
32.141,2016-07-25 14:45:00,33,3200.2,2016-07-26 13:15:00,34,3228.0,-320.14100000000184,10.0,IF88:CTP,64282.0,-10
31.736,2016-07-29 09:45:00,35,3192.0,2016-08-01 14:00:00,36,3155.2,326.26400000000183,10.0,IF88:CTP,63472.0,-10
31.641000000000002,2016-08-02 13:30:00,37,3154.2,2016-08-03 13:00:00,38,3174.0,-239.6410000000018,10.0,IF88:CTP,63282.0,-10
31.66,2016-08-03 13:15:00,39,3169.4,2016-08-04 13:45:00,40,3162.6,26.340000000001822,10.0,IF88:CTP,63320.0,-10
31.994,2016-08-05 13:30:00,41,3185.0,2016-08-08 14:00:00,43,3213.8,-329.99400000000185,10.0,IF88:CTP,63988.0,-10
32.194,2016-08-08 14:00:00,44,3213.8,2016-08-09 11:15:00,45,3225.0,69.80599999999818,10.0,IF88:CTP,64388.0,10
32.415,2016-08-09 13:45:00,46,3243.0,2016-08-09 14:00:00,47,3240.0,-72.41499999999999,10.0,IF88:CTP,64830.0,10
32.314,2016-08-11 09:45:00,48,3240.8,2016-08-12 09:30:00,49,3222.0,-230.3140000000018,10.0,IF88:CTP,64628.0,10
33.255,2016-08-12 13:45:00,50,3250.8,2016-08-15 14:15:00,51,3400.2,1450.7449999999963,10.0,IF88:CTP,66510.0,10
33.598,2016-08-16 14:45:00,52,3380.0,2016-08-18 13:45:00,53,3339.6,-447.5980000000009,10.0,IF88:CTP,67196.0,10
33.185,2016-08-19 13:30:00,54,3328.0,2016-08-22 13:00:00,55,3309.0,-233.185,10.0,IF88:CTP,66370.0,10
33.187,2016-08-23 10:30:00,56,3335.0,2016-08-23 14:45:00,57,3302.4,-369.1869999999991,10.0,IF88:CTP,66374.0,10
32.96,2016-08-24 13:45:00,58,3315.0,2016-08-25 10:15:00,60,3277.0,-422.96,10.0,IF88:CTP,65920.0,10
32.718,2016-08-25 10:15:00,61,3277.0,2016-08-25 14:15:00,62,3266.6,61.282000000000906,10.0,IF88:CTP,65436.0,-10
32.831,2016-08-26 14:00:00,63,3287.4,2016-08-29 13:45:00,64,3278.8,43.16899999999909,10.0,IF88:CTP,65662.0,-10
32.987,2016-08-30 14:15:00,65,3287.6,2016-08-31 13:15:00,66,3309.8,-264.9870000000027,10.0,IF88:CTP,65974.0,-10
